course_link,course_name,course_number,course_organization,course_price,course_status
//ke.qq.com/course/424726,SpringBoot集成MyBatis的各种方式全面解析【图灵学院】,321人最近报名,,免费,共4节
//ke.qq.com/course/190273,安全公开课 思科网络认证工程师 Cisco Security CCNA/CCNP/CCIE,03人最近报名,,免费,共40节
//ke.qq.com/course/59314,.NET/C#全栈开发高级VIP班【C/S+B/S+10个项目实战】,3486人购买,,¥0077.22,随到随学
//ke.qq.com/course/242131,尚学堂AI人工智能、深度学习、Python系列课程！,16人最近报名,中科云数（北京）科技有限公司,免费,进度：22/22节
//ke.qq.com/course/51411,HTML+CSS基础10天精通【学神IT教育】,68人最近报名,学神IT教育,免费,共9节
//ke.qq.com/course/package/6351,java阶段三四-vip组合,36人购买,拓薪教育,¥8822.22,课程4
//ke.qq.com/course/422056,Loadrunner/Jmeter 高级性能测试实战试听课,665人购买,,¥2.23,共10节
//ke.qq.com/course/package/22073,用友U8全套课程,3人购买,万晓明,¥922.22,课程16
//ke.qq.com/course/436967,【柠檬班】软件测试必备linux之xshell及xftp的安装及使用秘诀,827人购买,,¥2.23,共13节
//ke.qq.com/course/package/19256,SSH/SSM框架篇,56人购买,高新强,¥166.22,课程4
//ke.qq.com/course/467439,TCP/IP网络知识必备及Wireshark抓包工具详解,593人购买,,¥2.23,共24节
//ke.qq.com/course/442848,海量数据分库分表正确姿势/Java架构师进阶【咕泡学院】,044人购买,咕泡教育,¥7.72,共4节
//ke.qq.com/course/436966,robotframework自动化测试框架从入门到精通,591人购买,,¥2.23,共5节
//ke.qq.com/course/443317,"深入剖析MySQL索引原理,java高级,Java架构师进阶【咕泡学院】",543人购买,咕泡教育,¥5.22,共4节
//ke.qq.com/course/package/19343,并发编程实战+jvm,51人购买,小D课堂,¥97.22,课程2
//ke.qq.com/course/355426,自媒体引流微商创业宝妈兼职项目淘宝客网赚微信营销客源百度排名,34人最近报名,微客教育,免费,共2节
//ke.qq.com/course/460773,大型互联网企业分布式ID生成策略解密【鲁班学院】,056人最近报名,鲁班学院,免费,共5节
//ke.qq.com/course/355391,抖音吸粉引流，抖音上热门微商引流加好友|网络营销|销售网络推广,88人最近报名,微客教育,免费,共2节
//ke.qq.com/course/107371,Unity高级架构师精品课 框架/热更新/Shader/性能调优/帧同步,452人最近报名,博毅创为大学堂,免费,进度：10/26节
//ke.qq.com/course/package/17947,前端基础 × Vue.js,5人购买,腾讯课堂NEXT学院,¥8177.22,课程2
//ke.qq.com/course/97604,Cocos/Creator/小游戏创业精品课,5206人最近报名,博毅创为大学堂,免费,进度：13/22节
//ke.qq.com/course/465057,名师带你快速入门测试—jmeter性能测试实战课,16人最近报名,博为峰网校在线教育,免费,共1节
//ke.qq.com/course/218013,java互联网阶段（阶段四）,405人购买,拓薪教育,¥5777.22,共57节
//ke.qq.com/course/456250,java网络编程NIO的原理【鲁班学院】,540人最近报名,鲁班学院,免费,共3节
//ke.qq.com/course/466469,【官方授权】千锋红帽RHCE/RHCSA认证考试课程（含考试费）,04人购买,扣丁学堂,¥9762.22,共65节
//ke.qq.com/course/448266,springcloud Eureka源码深入解析【鲁班学院】,587人最近报名,鲁班学院,免费,共4节
//ke.qq.com/course/108450,Cisco CCNP/CCIE思科认证网络工程师 实战进阶提高班,55人最近报名,,免费,共1节
//ke.qq.com/course/418898,掌控安全/kali/黑客信息安全/网络安全/渗透/linux/编程语言/架构,92人最近报名,,免费,共2节
//ke.qq.com/course/261054,华为认证HCNA初级网络工程师（从零开始学网络工程师：周军）,834人购买,北京华尔思网络实验室,¥555.22,开设2个班级
//ke.qq.com/course/155562,搞定Linux运维及云计算年薪30万-基础入门【马哥教育】,31人最近报名,,免费,共54节
//ke.qq.com/course/470522,JAVA涨薪突击班2020年面试Offer高并发分布式【动脑学院】,38人购买,动脑学院,¥8777.22,2020-3-8开讲
//ke.qq.com/course/335035,linux网络教程-马哥2019全新网络管理与配置实战,37人最近报名,,免费,共1节
//ke.qq.com/course/479045,95%的面试必问的Java性能调优知识点1.14-助理微信：19974933013,5021人购买,,¥77.22,进度：8/8节
//ke.qq.com/course/334972,Linux教程-2019全新find文件查找及sed用法,57人最近报名,,免费,共1节
//ke.qq.com/course/418900,掌控安全/kali/黑客信息安全/网络安全/渗透/linux/编程语言/架构,34人最近报名,,免费,共2节
//ke.qq.com/course/334360,Linux教程-2019全新Linux文件目录管理和管道,53人最近报名,,免费,共1节
//ke.qq.com/course/package/21564,《数据结构和算法》,2人购买,蓝桥学院,¥576.22,课程3
//ke.qq.com/course/334429,Linux教程-2019全新Linux文件权限和文本处理,7人最近报名,,免费,共1节
//ke.qq.com/course/package/17756,java企业级高薪班,79人购买,拓薪教育,¥4072.22,课程4
//ke.qq.com/course/334402,Linux教程-2019全新Linux用户和权限管理,54人最近报名,,免费,共1节
//ke.qq.com/course/403570,java就业外包公司该不该去,35人最近报名,拓薪教育,免费,共1节
//ke.qq.com/course/335486,2019马哥python教程-Python网络编程实战,81人最近报名,马哥教育,免费,共2节
//ke.qq.com/course/155896,【动脑学院VIP】高性能分布式架构800多个互联网实战技术,1670人购买,动脑学院,¥4662.22,开设2个班级
//ke.qq.com/course/335480,马哥python教程-2019全新Python排序、冒泡字符串实战,36人最近报名,马哥教育,免费,共2节
//ke.qq.com/course/95252,SPOTO思科认证数据中心（DC）方向DateCenter公开课,55人最近报名,,免费,共6节
//ke.qq.com/course/432878,Vue从入门到实战【渡一教育】,5257人最近报名,,免费,共2节
//ke.qq.com/course/322853,JavaEE就业班（第四阶段）,507人购买,柠檬学院,¥3577.22,共17节
//ke.qq.com/course/421232,Python编程/AI/人工智能/爬虫/数据分析/机器学习/深度学习,056人最近报名,灵犀教育,免费,共19节
//ke.qq.com/course/package/23107,高薪大神就业班,3人购买,杰越学院,¥6662.22,课程2
//ke.qq.com/course/167307,软件测试之突破笔试面试【柠檬班】,15人最近报名,,免费,共3节
//ke.qq.com/course/54122,SPOTO录播课-CCNP思科认证网络工程师-红茶三杯路由交换RS,05人最近报名,,免费,共25节
//ke.qq.com/course/447569,人人都会微信小程序,826人购买,腾讯课堂NEXT学院,¥577.22,共15节
//ke.qq.com/course/310538,java基础 java练习题 java作业题 作业题 java入门 java课后作业,90人最近报名,拓薪教育,免费,共7节
//ke.qq.com/course/335131,linux教程-马哥2019全新LVS负载均衡实战,99人最近报名,,免费,共1节
//ke.qq.com/course/package/21776,【更新】10期新媒体+抖音综合包,539人购买,榕意新媒体学院,¥0671.22,课程2
//ke.qq.com/course/179440,java分布式互联网架构/微服务/高性能/高可用/java分布式项目,65人最近报名,拓薪教育,免费,共35节
//ke.qq.com/course/482475,软件测试经典面试题剖析，金三银四面试涨薪so easy,0人购买,,¥2.23,共13节
//ke.qq.com/course/417487,H5大前端全栈VIP就业班配套基础课（赠送）,5690人购买,扣丁学堂,¥377.22,共39节
//ke.qq.com/course/441632,Linux运维教程之进程管理（下）,0人最近报名,,免费,共2节
//ke.qq.com/course/423400,Linux运维架构/云计算/centos7/shell/脚本/if/for/sed/awk/学神,554人最近报名,,免费,共6节
//ke.qq.com/course/383923#term_id=100545479,太阁闫辉XCNA网络认证VIP班,147人购买,,¥76.22,随到随学
//ke.qq.com/course/417914#term_id=100545479,城市数据分析师体验课,557人最近报名,脉策数据,免费,共7节
//ke.qq.com/course/430772#term_id=100545479,iOS逆向入门精讲,571人购买,,¥7.72,共1节
//ke.qq.com/course/344083#term_id=100545479,Java基础入门到精通尊享铂金专业培训课程（直通JavaEE就业大门）,977人购买,拓薪教育,¥3222.22,随到随学
//ke.qq.com/course/473923#term_id=100545479,史上最全软件项目模型集锦和详解，测试工程师不能不知道的秘密！,55人购买,,¥2.23,共7节
//ke.qq.com/course/466566#term_id=100545479,从入门到进阶，深入理解JVM底层原理,550人购买,,¥2.77,共7节
//ke.qq.com/course/334307#term_id=100545479,软件测试高薪就业速成班3-12期,546人购买,,¥53822,开设3个班级
//ke.qq.com/course/469915#term_id=100545479,Web前端VIP体验课,8人购买,,¥7.72,共1节
//ke.qq.com/course/455247#term_id=100545479,零基础学GIT版本控制（从入门到精通）【柠檬班】,342人购买,,¥2.23,共26节
//ke.qq.com/course/480864#term_id=100545479,"基于OAuth2.0保护接口安全之实战现场,Java高级,架构师_咕泡学院",52人购买,咕泡教育,¥5.22,共1节
//ke.qq.com/course/341755#term_id=100545479,软件测试管理测试经理测试总监测试高管课程第1-2期,581人购买,,¥0922.22,进度：76/76节
//ke.qq.com/course/458630#term_id=100545479,JDK8新特性～lambda表达式,562人购买,,¥5.22,共1节
//ke.qq.com/course/package/19071,Python测试开发第2期,80人购买,柠檬班,¥53622,课程2
//ke.qq.com/course/437669#term_id=100545479,iOS进阶开发与底层原理,53人购买,,¥7.62,共3节
//ke.qq.com/course/471395#term_id=100545479,软件测试职业规划及高薪offer指南,83人购买,,¥2.23,共24节
//ke.qq.com/course/package/16783,Java高薪班培训,56人购买,拓薪教育,¥4072.22,课程2
//ke.qq.com/course/379356#term_id=100545479,吴光科2019—Shell编程入门基础必备,05人最近报名,,免费,共1节
//ke.qq.com/course/425814#term_id=100545479,掌控安全/kali/黑客信息安全/网络安全/渗透/linux/编程语言/架构,40人最近报名,,免费,共1节
//ke.qq.com/course/36361#term_id=100545479,SEO实战培训教程-SEO魔鬼训练营【SEO商学院】 免费,534人最近报名,墨子学院,免费,共20节
//ke.qq.com/course/342744,"小白也能学会网站建设,七天无条件全额退款,seo必备,dedecms",811人购买,墨子学院,¥577.22,共16节
//ke.qq.com/course/336356,今日头条号自媒体|原创短视频赚钱|企鹅号百家号大鱼号新媒体运营,93人最近报名,微客教育,免费,共1节
//ke.qq.com/course/438798,iOS 最具学习潜力框架—Metal 图形处理入门,572人购买,,¥7.72,共1节
//ke.qq.com/course/package/16739,springboot + cloud,01人购买,小D课堂,¥87.12,课程2
//ke.qq.com/course/458646,JDK8新特性-stream api,593人购买,,¥5.22,共1节
//ke.qq.com/course/package/15652,iOS大神班合辑,356人购买,小码哥教育,¥77.22,课程8
//ke.qq.com/course/458641,自定义注解,47人购买,,¥5.22,共1节
//ke.qq.com/course/477745,太阁精选XCIE试听课程,1人最近报名,,免费,共4节
//ke.qq.com/course/476137,【智能社】React系列公开课,73人最近报名,【智能社】在线课堂,免费,进度：2/3节
//ke.qq.com/course/446989,spring mvc源码解析【鲁班学院】,514人最近报名,鲁班学院,免费,共3节
//ke.qq.com/course/446837,H5大前端全栈提升VIP就业班直播课（七期）,05人购买,扣丁学堂,¥4362.22,进度：9/23节
//ke.qq.com/course/448925,Synchronized关键字原理分析【鲁班学院】,538人最近报名,鲁班学院,免费,共3节
//ke.qq.com/course/330336,网络营销推广+现代新媒体营销，网络小白成功必走之路,05人最近报名,泛学苑自媒体,免费,共2节
//ke.qq.com/course/package/19436,java企业级高薪班,3人购买,拓薪教育,¥4072.22,课程3
//ke.qq.com/course/446421,【SPOTO思博网络】华为安全HCIP 真机实战系列公开课,57人最近报名,,免费,共3节
//ke.qq.com/course/335491,2019马哥python教程-Python全新列表、排序及字典,32人最近报名,马哥教育,免费,共2节
//ke.qq.com/course/447303,自动化测试进阶课|Python自动化/web自动化+app自动化/接口自动化,1人购买,扣丁学堂,¥1622.22,共90节
//ke.qq.com/course/376625,Web前端开发(HTML/CSS/javaScript/Vue/React/Node)【六星教育】,33人最近报名,杰越学院,免费,共3节
//ke.qq.com/course/303958,华为认证 云计算方向Cloud 技术解析 实战学习HCNA/HCNP/HCIE,33人最近报名,,免费,共17节
//ke.qq.com/course/465745,H5大前端全栈提升VIP就业班直播课（八期）,36人购买,扣丁学堂,¥4362.22,进度：4/23节
//ke.qq.com/course/447529,React.js从入门到进阶之路,395人最近报名,软谋教育,免费,共2节
//ke.qq.com/course/155221,2019年Java全栈权威入学宝典（Java+Web前端）,508人最近报名,柠檬学院,免费,共84节
//ke.qq.com/course/package/22072,用友U8-生产制造系列,5人购买,万晓明,¥332.22,课程5
//ke.qq.com/course/445397#term_id=100545479,微信内训课,31人最近报名,微客教育,免费,共2节
//ke.qq.com/course/173130,Linux VIP直播课试听 虚拟化 云计算 DevOps 指导微信1500190682,5454人最近报名,,免费,共7节
//ke.qq.com/course/412387,2019年-Centos7.6-Linux云计算集群架构师-基础VIP课程视频,18人最近报名,,免费,共4节
//ke.qq.com/course/package/14932,存储HCIE直通车,10人购买,誉天教育,¥58622,课程3
//ke.qq.com/course/176998,JavaEE开发工程师进阶-Java web开发｜JS/Servle/JSP/Ajax/Jquery,528人最近报名,职坐标,免费,共11节
//ke.qq.com/course/168918,SPOTO专注在线培训老牌机构，名师带你学华为HCIA/HCIP/HCIE,031人最近报名,,免费,共53节
//ke.qq.com/course/261351,2020软考--网络工程师下午历年真题解析视频培训课程（第三期）,591人购买,小任老师,¥577.22,共54节
//ke.qq.com/course/8477,Java核心框架实战开发｜Spring/SpringMVC/Mybatis【职坐标】,333人最近报名,职坐标,免费,共67节
//ke.qq.com/course/119607,ASP.NET-MVC企业网站开发【喜科堂互联教育】,544人最近报名,,免费,共31节
//ke.qq.com/course/package/20564,自动化+性能录播打包,2人购买,乐搏技术学院,¥4362.22,课程2
//ke.qq.com/course/186832,HTML5+CSS3零基础入门（2019）【柠檬学院】,822人最近报名,柠檬学院,免费,共28节
//ke.qq.com/course/121211,IOS应用开发就业课【职坐标】（面向岗位/月薪上万）,587人最近报名,职坐标,免费,共21节
//ke.qq.com/course/284170,Python人工智能全栈开发二期【千锋教育】,93人购买,扣丁学堂,¥9622.22,共94节
//ke.qq.com/course/355421,自媒体引流抖音加粉加好友微信营销网络推广网络赚钱互联网创业,80人最近报名,微客教育,免费,共10节
//ke.qq.com/course/466664,MySQL索引底层原理详解【鲁班学院】,599人最近报名,鲁班学院,免费,共3节
//ke.qq.com/course/470663,抖音运营百科：抖音限流是什么意思，抖音限流解决方法,83人最近报名,微客教育,免费,共1节
//ke.qq.com/course/376899,【VIP直播课】做抖音百万粉大号|社交电商新媒体自媒体网赚短视频,125人购买,魔贝课凡,¥3476.22,随到随学
//ke.qq.com/course/355358,网络推广|网赚抖音引流微商销售新媒体营销自媒体引流|网络营销,54人最近报名,微客教育,免费,共1节
//ke.qq.com/course/403559,java就业大公司好还是小公司好,55人最近报名,拓薪教育,免费,共1节
//ke.qq.com/course/package/20123,小程序商城毕业设计课,0人购买,黄菊华,¥677.22,课程3
//ke.qq.com/course/392905,Java零基础 javase java面向对象 编程题 作业题 java练习题,30人最近报名,拓薪教育,免费,共4节
//ke.qq.com/course/416794,Kali安全渗透+Web白帽子高级工程师+黑客攻防-初级课-学神IT,554人最近报名,,免费,共3节
//ke.qq.com/course/402389,java基础手写汉诺塔游戏（java入门、java零基础）,37人最近报名,拓薪教育,免费,共1节
//ke.qq.com/course/212215,软件测试之python自动化测试（web自动化+app自动化+接口自动化）,8489人购买,,¥1462.22,共130节
//ke.qq.com/course/425603,Linux运维架构/云计算/centos7/搭建DNS服务器实现域名解析/学神,75人最近报名,,免费,共1节
//ke.qq.com/course/438158,Kickstart自动化运维实战系列,3人最近报名,,免费,共6节
//ke.qq.com/course/417875,前端权威0基础入门 + Web百大项目案例,8万人购买,,¥777.22,共10节
//ke.qq.com/course/198306,165天逆袭web前端工程师（入门篇）Html/CSS/JS/H5/CS3/入门项目,116人最近报名,,免费,共22节
//ke.qq.com/course/222222,资深前端手把手用实战教你冲击月薪3万,485人最近报名,,免费,共19节
//ke.qq.com/course/153182,2020年考研专业课《计算机操作系统原理》精讲视频,528人购买,小任老师,¥832.22,共54节
//ke.qq.com/course/186639,学神IT python运维开发【For老师】试听课,59人最近报名,学神IT教育,免费,共3节
//ke.qq.com/course/235515,IntelliJ IDEA入门到精通全攻略【图灵学院】,880人最近报名,,免费,共6节
//ke.qq.com/course/package/17945,前端基础×Java小程序,2人购买,腾讯课堂NEXT学院,¥3666.22,课程2
//ke.qq.com/course/213132,【城市数据研习社_大咖讲堂_第九期】张鸿辉,8人最近报名,脉策数据,免费,共1节
//ke.qq.com/course/267477,.Net架构师设计模式全套视频,181人购买,,¥76.22,共25节
//ke.qq.com/course/184683,【城市数据研习社_大咖讲堂_第二期】龙瀛/BCL,9人最近报名,脉策数据,免费,共1节
//ke.qq.com/course/281601,高级架构师带你-零基础零障碍学习C语言,302人最近报名,动脑学院,免费,共20节
//ke.qq.com/course/184704,【城市数据研习社_大咖讲堂_第三期】刘啸/上海数慧,8人最近报名,脉策数据,免费,共1节
//ke.qq.com/course/package/19425,CCNA+CCNP（课程包）,8人购买,思唯网络学院,¥8662.22,课程4
//ke.qq.com/course/401944,Java架构师/微服务/分布式/高并发/性能优化/源码解析,85人最近报名,柠檬学院,免费,共25节
//ke.qq.com/course/54282,Head老师-零基础学习WEB前端-JavaScript精编-【学神IT教育】,53人最近报名,学神IT教育,免费,共7节
//ke.qq.com/course/package/21883,泛学苑八期自媒体全套,336人购买,泛学苑自媒体,¥8576.22,课程5
//ke.qq.com/course/148596,Python高级开发项目实战班！,59人最近报名,学神IT教育,免费,共4节
//ke.qq.com/course/194311,我们只培养会Python开发和人工智能的大数据分析师,47人最近报名,职坐标,免费,共37节
//ke.qq.com/course/294192,PHP高级开发—大神开发专题课程【六星教育】,5480人购买,,¥4662.22,开设2个班级
//ke.qq.com/course/8493,165天逆袭Web全栈工程师（进阶篇）JS/ES6/JQuery/BootStrap,816人最近报名,,免费,共91节
//ke.qq.com/course/150912,JavaWeb工程师之HTML+CSS基础（柠檬学院）,34人最近报名,柠檬学院,免费,共7节
//ke.qq.com/course/254726,Python语言基础,5万人购买,,¥96.22,共28节
//ke.qq.com/course/453738,BAT面试必备-全网最强Spring IOC容器源码剖析【图灵学院】,852人最近报名,,免费,共6节
//ke.qq.com/course/402385,java基础手打万年历（java入门、java零基础）,52人最近报名,拓薪教育,免费,共1节
//ke.qq.com/course/220140,六IE讲师教您三个月考过CCIE+HCIE,5957人购买,,¥50922,开设4个班级
//ke.qq.com/course/377115,吴光科—运维小白必备技能,4人最近报名,,免费,共3节
//ke.qq.com/course/424937,Linux运维架构/云计算/centos7/iptables防火墙/服务器安全/学神,13人最近报名,,免费,共1节
//ke.qq.com/course/399873,软件测试之Jmeter高级性能测试,675人购买,,¥0922.22,开设4个班级
//ke.qq.com/course/379364,吴光科2019—Linux高级运维高薪技能讲解,1人最近报名,,免费,共1节
//ke.qq.com/course/459849,C/C++数据结构算法设计,02人购买,,¥5.22,共9节
//ke.qq.com/course/465147,马哥教育Python全栈+爬虫+数据分析+AI小白入门训练营,1158人购买,马哥教育,¥076.22,共9节
//ke.qq.com/course/437277,JavaVIP体验课-Dubbo源码分析【六星教育】,522人购买,,¥5.22,共1节
//ke.qq.com/course/467672,赵越人工智能AI开发课(Python+PyCharm+PyTorch),008人最近报名,智德金智能交易学院,免费,共10节
//ke.qq.com/course/300249,【严选课程】CCIE课 CISCO思科认证网络工程师,190人购买,,¥52622,共37节
//ke.qq.com/course/470669,抖音运营百科：抖音长视频怎么发布，抖音长视频怎么拍,7人最近报名,微客教育,免费,共1节
//ke.qq.com/course/package/20035,WEB 全阶班（14期）,532人购买,渡一教育,¥54576,课程2
//ke.qq.com/course/355419,互联网创业项目微商引流吸粉网赚卖货微商营销精准吸粉微信营销,52人最近报名,微客教育,免费,共1节
//ke.qq.com/course/332538,马哥带你七天精通kubernetes(K8s),352人购买,马哥教育,¥376.22,共26节
//ke.qq.com/course/470674,抖音运营百科：抖音自动卡点视频怎么做，抖音卡点照片怎么弄,6人最近报名,微客教育,免费,共1节
//ke.qq.com/course/425795,SpringBoot打造猫眼商城,66人购买,享学课堂,¥166.22,共21节
//ke.qq.com/course/355422,宝妈兼职互联网创业微商淘宝客引流网络赚钱自媒体引流微信营销,55人最近报名,微客教育,免费,共4节
//ke.qq.com/course/448120,"全面剖析MySQL索引/锁的机制原理Java高级,java架构师进阶_咕泡",8557人购买,咕泡教育,¥966.22,进度：2/2节
//ke.qq.com/course/472326,抖音运营百科：抖音笑100分在哪里_抖音怎么笑到100分,0人最近报名,微客教育,免费,共1节
//ke.qq.com/course/452802,AutoCAD/C#零基础到项目实战公开课,76人最近报名,朝夕教育,免费,共21节
//ke.qq.com/course/472296,抖音运营百科：看抖音怎么快进 抖音怎么快进后退,4人最近报名,微客教育,免费,共1节
//ke.qq.com/course/472307,"抖音怎么拍长视频,抖音怎么传长视频教程",1人最近报名,微客教育,免费,共1节
//ke.qq.com/course/472319,抖音的抖动特效怎么弄 抖音抖动特效教程,7人最近报名,微客教育,免费,共1节
//ke.qq.com/course/427751,javase java基础 jdk配置 jdk环境变量 helloworld jdk安装 win10,34人最近报名,拓薪教育,免费,共5节
//ke.qq.com/course/package/22002,Java高级工程师培养计划 第三期 全阶班 【渡一教育】,89人购买,渡一教育,¥55776,课程2
//ke.qq.com/course/398041,【SPOTO思博网络】Linux免费公开课,85人最近报名,,免费,共9节
//ke.qq.com/course/276546,外贸SEO优化推广 Google SEO（谷歌seo） Bing必应 搜索引擎优化,5058人购买,魔贝课凡,¥8076.22,随到随学
//ke.qq.com/course/441393,HCIA课程加油,1人最近报名,,免费,共6节
//ke.qq.com/course/427525,Java内存模型JVM与volatile关键字【图灵学院】,398人最近报名,,免费,共4节
//ke.qq.com/course/198707,公开课 Juniper认证网络工程师JNCIA/JNCIS/JNCIP,0人最近报名,,免费,共3节
//ke.qq.com/course/285592,软件测试—自动化全栈高薪课程【动脑学院】,392人购买,动脑学院,¥1362.22,进度：37/37节
//ke.qq.com/course/459841,C语言零基础大神宝典,17人购买,,¥5.22,共7节
//ke.qq.com/course/89468,C#面向对象精彩强化讲解【喜科堂.NET精品课】,64人最近报名,,免费,共17节
//ke.qq.com/course/277604,Linux云计算+Python运维开发+Web渗透+持续集成+Docker+K8S,522人购买,扣丁学堂,¥4362.22,共106节
//ke.qq.com/course/281794,微信小程序零基础入门学习,5265人购买,六星教育,¥7.72,共5节
//ke.qq.com/course/package/20540,javaee企业级高薪班,84人购买,拓薪教育,¥4072.22,课程5
//ke.qq.com/course/350005,C语言零基础入门篇,5789人购买,,¥7.72,共21节
//ke.qq.com/course/461678,高级UI ——自定义ViewGroup与 UI性能优化,5200人购买,享学课堂,¥577.22,进度：3/3节
//ke.qq.com/course/415809,php-swoole多任务处理中心项目实战【六星教育】,006人购买,,¥7.72,共4节
//ke.qq.com/course/425104,CISP认证考试/信息安全/国家级认证人员/Kali安全渗透【学神IT】,13人最近报名,,免费,共4节
//ke.qq.com/course/294043,PHP-Git零基础完全解读指南【六星教育】,367人购买,,¥5.22,共5节
//ke.qq.com/course/320461,【松勤】软件测试面试流程与真题讲解,193人购买,,¥2.92,共3节
//ke.qq.com/course/282167,Git入门教程/咕泡学院【报名即赠送周边大号鼠标垫400*900】,5133人购买,咕泡教育,¥577.22,共16节
//ke.qq.com/course/430227,Python基础编程/html基础/全栈开发/web前端/【学神IT教育】,95人最近报名,学神IT教育,免费,共2节
//ke.qq.com/course/459851,C语言零基础入门篇,554人购买,,¥5.22,共7节
//ke.qq.com/course/171174,ASP.NET-MVC网站开发【实战与技能详解】,829人购买,,¥386.22,共19节
//ke.qq.com/course/334065,【自媒体免费学】自媒体/新媒体/抖音30天快速学,320人最近报名,斯雁教育,免费,共5节
//ke.qq.com/course/308498,【FUNNET】网络工程师速成班 思科/华为RS认证 HCIA/HCIP/HCIE,914人最近报名,超有趣学网络,免费,共24节
//ke.qq.com/course/458265,Java权威零基础入门-精品demo案例【渡一教育】,1458人购买,,¥777.22,共13节
//ke.qq.com/course/367589,珠峰架构前端技术公开课,156人最近报名,珠峰架构学院,免费,共5节
//ke.qq.com/course/313640,Android进阶之绘制 - 自定义View完全掌握系列一【HenCoder】,346人最近报名,扔物线学堂,免费,共10节
//ke.qq.com/course/346318#term_id=100457066,前端权威0基础入门 + Web百大项目案例,5万人购买,,¥5.22,共10节
//ke.qq.com/course/290257#term_id=100457066,【训练营】Vlog抖音电商引流|自媒体淘宝短视频|头条号百家号赚钱,855人最近报名,泛学苑自媒体,免费,共1节
//ke.qq.com/course/457935#term_id=100457066,C/C++ 零基础到大神精讲(C++17最新标准/游戏编程/项目实战),675人最近报名,易道云学院,免费,共4节
//ke.qq.com/course/package/19437,java企业级就业班,5人购买,拓薪教育,¥9177.22,课程3
//ke.qq.com/course/384333#term_id=100457066,Java架构师互联网分布式技术【源码学院】 只为培养BAT程序员而生,5513人最近报名,源码学院,免费,共41节
//ke.qq.com/course/417774#term_id=100457066,C/C++Linux服务器开发/后台架构师【零声学院】,5033人最近报名,零声学院,免费,共44节
//ke.qq.com/course/package/19322,高并发Netty+并发编程,34人购买,小D课堂,¥97.22,课程2
//ke.qq.com/course/253878#term_id=100457066,最新版C语言基础入门视频教程---千锋教育,519人最近报名,扣丁学堂,免费,共3节
//ke.qq.com/course/200824#term_id=100457066,软件测试/面试/接口/性能/自动化/数据库/入门到精通【乐搏学院】,031人最近报名,乐搏技术学院,免费,共27节
//ke.qq.com/course/210374#term_id=100457066,CCNA直播课 Cisco思科认证网络工程师,5338人购买,,¥877.22,共14节
//ke.qq.com/course/334710#term_id=100457066,【扔物线】裁员潮下，市场究竟需要怎样的Android高级工程师,332人最近报名,扔物线学堂,免费,共8节
//ke.qq.com/course/322857#term_id=100457066,区块链深度实战 |比特币/以太坊/智能合约/Go/数字加密/DAPP全栈,539人最近报名,扣丁学堂,免费,共3节
//ke.qq.com/course/379043#term_id=100457066,【NEXT学院】uni-app商业级应用实战 一次搞定小程序/安卓/iOS/H5,469人购买,腾讯课堂NEXT学院,¥077.22,共18节
//ke.qq.com/course/463062#term_id=100457066,SqlServer全知识点解析(零基础到高级语法),133人最近报名,朝夕教育,免费,共16节
//ke.qq.com/course/369005#term_id=100457066,Python从“小白”到“大神”——快速入门全栈工程师,814人最近报名,誉天教育,免费,共46节
//ke.qq.com/course/475111#term_id=100457066,Redis突击训练之入门到超神【六星教育】,894人购买,,¥577.22,进度：3/3节
//ke.qq.com/course/301973#term_id=100457066,学Web接口测试从入门到精通,36人最近报名,博为峰网校在线教育,免费,共1节
//ke.qq.com/course/463550#term_id=100457066,千万数据存储mycat分库分表实战【鲁班学院】,70人最近报名,鲁班学院,免费,共3节
//ke.qq.com/course/298961,Appium移动app自动化测试高手修炼班Vip体验班,05人最近报名,博为峰网校在线教育,免费,共1节
//ke.qq.com/course/448105,【回放从目录的第2节开始】2019产品经理大会·上海站,5020人购买,,¥17.22,共17节
//ke.qq.com/course/320523,Web前端小程序/HTML5/CSS/JS/jQuery/Vue[千锋],352人最近报名,扣丁学堂,免费,共10节
//ke.qq.com/course/337503,【邹SIR主讲】云计算实战之企业云迁移,355人最近报名,誉天教育,免费,进度：10/10节
//ke.qq.com/course/384790,【NEXT学院】Python从入门到实战·完整篇,80人购买,腾讯课堂NEXT学院,¥3777.22,共81节
//ke.qq.com/course/271076,Appium自动化测试与自动遍历测试入门,591人最近报名,霍格沃兹测试学院,免费,共2节
//ke.qq.com/course/465090,.NetCore3.0跨平台实战【从开发走向架构，实战落地跨平台开发】,818人最近报名,朝夕教育,免费,共5节
//ke.qq.com/course/466168,Python全栈开发/爬虫/人工智能/机器学习/数据分析【七期就业班】,39人购买,扣丁学堂,¥4362.22,共55节
//ke.qq.com/course/332742,资深网络专家带你2周轻松学网络！ 思科认证，CCNA/CCNP/CCIE。,390人最近报名,思唯网络学院,免费,共27节
//ke.qq.com/course/291021,Java架构师培训课程  分布式/高可用/微服务/spring【鲁班学院】,5772人最近报名,鲁班学院,免费,共48节
//ke.qq.com/course/348327,BATJ面试班【图灵学院】,5148人购买,,¥5762.22,共22节
//ke.qq.com/course/462921,C#/.Net全栈班体验课(语法解析+多实战),076人最近报名,朝夕教育,免费,共7节
//ke.qq.com/course/444655,【免费】春招秋招 Linux C/C++开发就业课程【零声学院】,385人最近报名,零声学院,免费,共5节
